Bar Pressure(Bar Pressure);Nitrogen Dioxide(NO2);PM 10(RSPM);PM 2.5(PM2.5);Solar Radiation(SR);Sulfur Dioxide(SO2);Temperature(TEMP);index
735.6;129.14;179.98;;;6.65;16.67;27/02/2012
744.53;61.33;292.7;;;40.54;25.42;27/03/2012
756.2;17.53;120.96;;;7.09;25.65;27/04/2012
758.93;40.81;275.45;;;5.01;34.18;27/05/2012
758.24;;422.51;;;1.32;34.76;27/06/2012
755.5;;79.3;;;6.43;30.29;27/07/2012
758.02;;59.17;;;4.31;27.94;27/08/2012
761.47;;107.05;;;4.32;28.63;27/09/2012
758.98;;139.21;;;22.34;19.6;27/11/2012
759.88;;273.73;;;3.37;11.49;27/12/2012
740.17;6.1;241.02;;;11.2;12.62;28/01/2012
733.26;162.99;198.62;;;6.97;17.92;28/02/2012
761.17;47.51;245.62;;;36.05;24.65;28/03/2012
752.04;50.57;191.31;;;8.04;26.31;28/04/2012
758.66;53.41;256.95;;;3.7;33.7;28/05/2012
758.78;;334.74;;;2.86;35.99;28/06/2012
755.39;;65.46;;;6.32;30.71;28/07/2012
759.18;;55.58;;;5.19;27.23;28/08/2012
761.29;;91.31;;;3.89;27.1;28/09/2012
759.73;;;;;50.54;23.2;28/10/2012
759.13;;164.65;;;11.51;16.62;28/11/2012
757.5;;174.07;;;5.65;11.69;28/12/2012
741.39;36.85;241.68;;;3.64;12.31;29/01/2012
733.26;172.1;173.46;;;5.37;17.67;29/02/2012
759.51;44.01;203.27;;;12.52;24.28;29/03/2012
752.14;21.11;163.43;;;4.31;29.86;29/04/2012
758.9;54.47;208.13;;;7.78;34.59;29/05/2012
758.63;;211.21;;;2.65;35.59;29/06/2012
755.97;;67.03;;;5.23;29.78;29/07/2012
760.09;;53.22;;;3.54;27.63;29/08/2012
759.7;;;;;7.39;21.11;29/10/2012
757.85;;206.08;;;7.34;18.46;29/11/2012
758.64;;200.37;;;4.08;13.98;29/12/2012
741.69;74.25;264.46;;;5.92;12.29;30/01/2012
757.08;59.88;156.64;;;18.91;25.16;30/03/2012
752.62;11.07;158.04;;;4.02;28.8;30/04/2012
757.06;53.28;142.96;;;4.74;35.27;30/05/2012
757.68;;125.33;;;5.02;36.49;30/06/2012
756.23;;81.61;;;6.06;29.6;30/07/2012
759.83;;59.74;;;5.07;27.68;30/08/2012
759.4;;;;;10.78;21.69;30/10/2012
759.65;;166.64;;;6.07;15.69;30/11/2012
759.77;;235.21;;;5.32;11.53;30/12/2012
742.62;64.27;257.55;;;3.77;12.47;31/01/2012
758.65;94.03;209.73;;;23.45;27.27;31/03/2012
755.68;37.18;134.43;;;6.72;36.95;31/05/2012
752.91;;69.94;;;4.47;27.06;31/07/2012
757.93;;66.02;;;3.39;29.03;31/08/2012
759.76;;;;;5.71;18.69;31/10/2012
759.41;;174.9;;;4.6;8.5;31/12/2012
759.32;;213.86;;;2.95;8.8;01/01/2013
761.91;;257.96;;;10.38;14.34;01/02/2013
759.51;51.54;99.26;;;1.15;17.41;01/03/2013
753.97;49.69;142.67;;;15.32;28.07;01/04/2013
753.91;53.53;426.99;;;11.2;33.84;01/05/2013
757.0;5.05;118.1;;;8.79;26.52;01/06/2013
754.77;20.73;136.61;;;9.89;7.69;01/07/2013
752.37;25.31;118.41;;;14.45;32.48;01/08/2013
764.12;33.67;65.73;;;12.07;30.77;01/09/2013
748.4;44.82;110.4;;;14.25;30.95;01/10/2013
759.65;56.74;272.08;;;13.97;25.63;01/11/2013
761.19;49.31;264.99;;;37.5;18.4;01/12/2013
760.59;;174.74;;;4.85;7.33;02/01/2013
761.12;175.98;254.67;;;10.56;17.11;02/02/2013
759.2;56.99;91.38;;;3.02;18.43;02/03/2013
754.67;72.43;133.76;;;16.33;29.93;02/04/2013
756.95;46.8;606.13;;;9.76;32.58;02/05/2013
756.75;3.96;116.47;;;7.23;25.06;02/06/2013
754.7;19.83;135.35;;;9.7;17.92;02/07/2013
754.82;22.11;113.77;;;17.59;31.63;02/08/2013
760.99;28.37;54.8;;;7.75;29.61;02/09/2013
763.74;23.67;141.2;;;12.64;31.29;02/10/2013
760.06;45.22;338.89;;;8.14;23.21;02/11/2013
761.7;61.97;256.18;;;33.09;16.38;02/12/2013
761.56;;149.82;;;5.16;7.34;03/01/2013
760.18;79.69;147.53;;;10.39;17.67;03/02/2013
758.99;62.45;126.49;;;1.85;19.7;03/03/2013
756.36;;68.28;;;16.18;28.41;03/04/2013
755.52;82.69;183.08;;;14.82;36.87;03/05/2013
753.2;11.34;119.97;;;7.08;26.35;03/06/2013
756.02;26.19;144.67;;;8.34;29.23;03/07/2013
756.93;32.31;123.06;;;29.22;31.1;03/08/2013
758.89;30.35;77.01;;;9.41;28.94;03/09/2013
763.24;26.09;155.85;;;11.83;30.59;03/10/2013
761.05;21.11;591.77;;;6.02;21.65;03/11/2013
759.47;61.65;300.15;;;55.08;18.1;03/12/2013
761.02;;156.24;;;4.65;6.9;04/01/2013
758.63;69.36;154.35;;;9.17;18.3;04/02/2013
758.71;66.41;136.49;;;2.99;20.59;04/03/2013
755.67;44.14;156.49;;;15.13;28.08;04/04/2013
755.27;96.82;205.23;;;11.95;36.4;04/05/2013
756.07;18.36;120.92;;;9.57;28.29;04/06/2013
751.89;23.76;139.08;;;6.09;43.72;04/07/2013
757.07;;;;;;30.53;04/08/2013
759.05;26.49;75.76;;;19.22;29.43;04/09/2013
761.75;32.92;76.91;;;13.58;26.64;04/10/2013
762.52;24.56;128.69;;;36.05;20.7;04/11/2013
760.07;67.01;313.12;;;61.56;18.02;04/12/2013
759.93;;198.86;;;4.54;6.55;05/01/2013
760.82;;54.07;;;11.42;17.31;05/02/2013
759.34;70.34;151.86;;;3.97;21.61;05/03/2013
755.46;37.84;134.87;;;15.17;32.64;05/04/2013
755.14;72.84;169.26;;;9.64;33.8;05/05/2013
755.12;25.55;125.21;;;6.63;27.31;05/06/2013
756.05;20.07;134.88;;;6.6;67.5;05/07/2013
755.22;;;;;;32.57;05/08/2013
758.4;29.65;158.6;;;10.69;29.25;05/09/2013
760.34;24.83;124.17;;;12.11;29.75;05/10/2013
762.14;38.04;50.61;;;2.23;19.15;05/11/2013
759.55;42.44;243.47;;;22.02;16.79;05/12/2013
761.34;;237.1;;;5.06;6.37;06/01/2013
761.27;49.99;61.55;;;10.75;17.0;06/02/2013
759.15;71.31;139.46;;;;21.37;06/03/2013
;40.4;150.65;;;16.19;;06/04/2013
755.79;79.69;178.62;;;13.38;42.63;06/05/2013
755.71;19.32;121.81;;;5.63;21.81;06/06/2013
753.46;18.8;134.22;;;8.06;67.5;06/07/2013
757.59;31.33;138.5;;;14.31;32.87;06/08/2013
759.69;30.02;346.35;;;6.43;29.65;06/09/2013
761.12;31.54;78.1;;;10.92;30.96;06/10/2013
761.45;39.88;80.92;;;4.89;22.2;06/11/2013
757.84;49.53;392.46;;;68.73;19.51;06/12/2013
762.19;;193.65;;;4.41;6.16;07/01/2013
760.78;38.15;93.64;;;12.35;14.46;07/02/2013
758.74;76.47;139.0;;;4.5;22.37;07/03/2013
;36.09;142.79;;;14.66;;07/04/2013
755.76;70.86;166.29;;;6.1;42.2;07/05/2013
761.42;11.12;117.01;;;8.4;20.12;07/06/2013
758.82;24.68;139.83;;;8.99;67.5;07/07/2013
758.17;29.92;116.21;;;14.69;32.83;07/08/2013
761.02;34.15;433.71;;;9.01;29.37;07/09/2013
761.99;31.48;71.9;;;11.81;31.09;07/10/2013
761.1;28.24;163.32;;;8.66;21.37;07/11/2013
758.24;54.43;377.78;;;61.39;16.06;07/12/2013
761.81;;208.98;;;4.43;7.88;08/01/2013
759.68;38.0;103.05;;;10.47;14.16;08/02/2013
758.87;59.98;134.0;;;6.93;19.52;08/03/2013
;40.17;150.49;;;16.69;;08/04/2013
755.76;73.18;169.77;;;3.26;42.2;08/05/2013
760.57;16.37;120.6;;;9.93;22.56;08/06/2013
757.57;23.61;138.98;;;11.91;67.5;08/07/2013
757.6;22.27;236.24;;;20.7;32.82;08/08/2013
762.44;34.26;279.42;;;3.18;30.13;08/09/2013
760.59;34.72;67.95;;;11.52;31.9;08/10/2013
760.84;28.22;174.32;;;10.86;20.79;08/11/2013
757.8;75.86;446.62;;;95.81;18.3;08/12/2013
761.59;;189.49;;;7.46;10.9;09/01/2013
759.36;68.88;115.13;;;12.13;14.62;09/02/2013
;41.8;146.16;;;7.63;;09/03/2013
;50.85;177.45;;;15.76;;09/04/2013
759.5;9.31;115.87;;;8.74;21.84;09/06/2013
756.57;25.58;148.26;;;7.48;67.5;09/07/2013
757.51;21.41;125.88;;;12.21;32.87;09/08/2013
762.86;36.95;180.1;;;5.13;30.3;09/09/2013
762.09;25.28;156.11;;;11.64;32.43;09/10/2013
761.57;27.62;172.77;;;10.55;20.52;09/11/2013
756.66;58.32;367.39;;;57.08;19.24;09/12/2013
759.58;;185.63;;;10.69;15.37;10/01/2013
759.53;102.41;157.05;;;11.92;15.02;10/02/2013
;37.66;122.41;;;11.2;;10/03/2013
;32.6;107.74;;;2.94;;10/04/2013
759.58;8.68;115.9;;;10.75;19.65;10/06/2013
755.68;25.25;148.19;;;5.38;67.5;10/07/2013
757.65;27.83;149.09;;;13.66;32.34;10/08/2013
760.57;33.38;242.32;;;10.13;29.85;10/09/2013
761.93;40.27;79.87;;;11.08;33.55;10/10/2013
761.83;19.13;159.64;;;7.93;19.97;10/11/2013
757.62;49.19;354.58;;;49.79;16.37;10/12/2013
760.2;;162.99;;;10.88;14.17;11/01/2013
759.15;83.06;164.88;;;12.49;15.69;11/02/2013
;40.64;235.12;;;11.1;;11/03/2013
745.71;35.53;196.29;;;8.55;34.44;11/04/2013
761.65;10.67;117.65;;;10.73;13.85;11/06/2013
757.4;36.9;208.85;;;16.86;67.29;11/07/2013
758.72;27.08;142.71;;;13.79;32.62;11/08/2013
758.31;35.67;152.02;;;4.34;29.47;11/09/2013
761.99;34.57;76.61;;;12.57;25.81;11/10/2013
759.66;16.48;184.73;;;18.1;19.19;11/11/2013
757.95;39.9;312.0;;;28.5;17.27;11/12/2013
760.2;;210.44;;;13.21;16.39;12/01/2013
759.66;63.22;147.33;;;12.54;15.51;12/02/2013
;35.51;257.98;;;15.08;;12/03/2013
757.84;36.27;156.24;;;15.5;32.2;12/04/2013
761.5;6.62;114.32;;;9.02;15.05;12/06/2013
758.99;27.48;67.67;;;9.98;67.5;12/07/2013
758.83;25.12;132.69;;;13.6;32.45;12/08/2013
759.7;35.59;125.15;;;6.43;29.91;12/09/2013
760.37;33.8;76.02;;;10.76;27.97;12/10/2013
759.42;16.68;228.77;;;19.86;18.14;12/11/2013
757.58;14.87;209.3;;;8.64;24.96;12/12/2013
758.31;;259.43;;;9.54;16.47;13/01/2013
759.05;40.9;140.47;;;11.11;16.62;13/02/2013
;64.48;360.93;;;12.31;;13/03/2013
758.27;40.63;156.65;;;15.36;33.08;13/04/2013
758.36;43.81;125.71;;;7.28;41.12;13/05/2013
761.43;7.38;115.2;;;9.75;13.93;13/06/2013
758.63;22.64;3.44;;;10.41;58.3;13/07/2013
757.82;25.28;134.92;;;17.79;32.55;13/08/2013
759.46;31.25;118.11;;;8.05;30.37;13/09/2013
760.35;28.81;76.56;;;10.98;29.26;13/10/2013
760.14;17.33;225.55;;;20.33;18.41;13/11/2013
756.36;19.5;257.23;;;24.08;19.4;13/12/2013
759.45;;237.25;;;8.83;13.36;14/01/2013
756.8;126.2;162.58;;;18.71;20.85;14/02/2013
746.2;23.24;154.3;;;30.68;26.44;14/03/2013
757.45;39.66;58.9;;;21.42;35.66;14/04/2013
757.28;63.45;155.18;;;8.4;37.89;14/05/2013
742.08;14.31;122.7;;;12.27;10.29;14/06/2013
757.62;22.54;2.22;;;17.26;49.49;14/07/2013
757.75;25.33;144.03;;;10.04;32.38;14/08/2013
758.44;26.25;120.15;;;6.26;31.8;14/09/2013
759.68;34.51;90.39;;;8.68;29.11;14/10/2013
760.51;15.61;225.54;;;20.32;17.47;14/11/2013
756.7;19.1;263.09;;;18.42;16.15;14/12/2013
759.89;;176.02;;;10.96;9.65;15/01/2013
755.33;99.02;139.28;;;12.65;17.81;15/02/2013
759.13;26.48;170.58;;;12.92;26.26;15/03/2013
755.3;48.35;108.07;;;59.48;35.14;15/04/2013
756.31;39.74;119.61;;;9.89;38.92;15/05/2013
753.21;3.7;113.52;;;7.82;15.04;15/06/2013
758.15;27.51;42.57;;;14.25;40.92;15/07/2013
758.85;16.46;105.5;;;15.47;32.71;15/08/2013
758.48;22.9;109.54;;;8.89;33.71;15/09/2013
760.82;34.18;97.54;;;10.46;27.66;15/10/2013
761.4;16.43;234.02;;;25.41;20.21;15/11/2013
758.34;18.19;290.76;;;11.92;18.14;15/12/2013
760.38;;222.51;;;17.06;19.44;16/01/2013
752.2;21.61;32.9;;;10.92;14.8;16/02/2013
752.76;55.33;133.59;;;48.84;35.84;16/04/2013
755.46;33.53;110.3;;;8.37;36.88;16/05/2013
749.0;3.87;113.82;;;9.29;15.59;16/06/2013
758.72;31.41;82.97;;;23.59;32.32;16/07/2013
750.2;38.81;104.67;;;16.96;32.46;16/08/2013
758.9;27.47;136.4;;;7.46;31.6;16/09/2013
761.27;34.99;93.73;;;9.2;27.85;16/10/2013
762.47;15.99;234.43;;;25.66;17.1;16/11/2013
758.89;19.75;307.77;;;17.59;16.26;16/12/2013
760.2;;185.88;;;12.15;16.32;17/01/2013
755.48;39.99;49.02;;;12.39;14.31;17/02/2013
747.65;47.71;134.13;;;13.71;32.54;17/04/2013
750.16;1.29;111.43;;;9.04;8.16;17/06/2013
758.08;22.4;109.39;;;12.16;32.49;17/07/2013
757.27;20.8;200.05;;;22.49;32.83;17/08/2013
759.31;25.73;198.29;;;9.89;30.8;17/09/2013
761.47;57.24;89.44;;;9.27;29.31;17/10/2013
762.52;14.44;221.12;;;17.67;17.51;17/11/2013
758.03;25.76;279.23;;;19.47;16.24;17/12/2013
759.32;;50.56;;;12.63;13.33;18/01/2013
758.24;41.58;83.1;;;10.7;14.42;18/02/2013
753.58;65.0;161.63;;;7.8;24.96;18/03/2013
757.89;62.82;274.1;;;5.5;33.88;18/04/2013
755.8;62.52;294.74;;;8.64;44.57;18/05/2013
751.75;8.22;117.97;;;9.05;9.31;18/06/2013
754.34;25.16;166.64;;;18.04;32.01;18/07/2013
757.14;28.57;238.69;;;9.73;32.87;18/08/2013
759.32;24.78;204.78;;;13.25;31.34;18/09/2013
760.74;42.5;81.75;;;8.23;29.12;18/10/2013
762.15;11.61;201.75;;;12.34;20.67;18/11/2013
756.82;44.88;299.85;;;36.31;16.06;18/12/2013
763.92;;115.44;;;12.95;12.78;19/01/2013
758.28;40.09;93.96;;;10.64;15.78;19/02/2013
753.75;70.51;155.34;;;20.31;23.83;19/03/2013
758.29;77.12;238.64;;;9.08;33.02;19/04/2013
755.91;50.72;229.17;;;8.19;42.66;19/05/2013
753.43;24.55;145.67;;;9.61;19.4;19/06/2013
753.09;20.72;151.55;;;13.33;31.91;19/07/2013
745.35;2.7;323.21;;;17.75;32.25;19/08/2013
758.97;22.91;172.2;;;9.12;31.92;19/09/2013
759.94;34.67;95.19;;;8.95;26.75;19/10/2013
760.9;13.38;202.55;;;18.53;18.78;19/11/2013
756.8;25.01;232.9;;;36.36;16.17;19/12/2013
763.26;;131.04;;;13.09;11.6;20/01/2013
759.39;66.54;118.67;;;11.88;16.06;20/02/2013
754.65;63.22;203.59;;;19.15;22.71;20/03/2013
757.99;89.25;359.18;;;4.54;33.61;20/04/2013
756.2;46.29;212.73;;;9.37;42.51;20/05/2013
753.14;46.34;249.91;;;6.28;30.74;20/06/2013
756.57;26.35;77.51;;;21.18;32.86;20/07/2013
754.48;4.92;390.52;;;21.14;32.65;20/08/2013
758.97;29.36;120.63;;;10.61;31.15;20/09/2013
759.65;37.47;102.22;;;8.62;26.04;20/10/2013
759.07;15.08;213.64;;;25.18;18.48;20/11/2013
759.18;16.19;194.27;;;31.36;14.24;20/12/2013
763.69;;126.36;;;11.91;10.72;21/01/2013
758.55;40.26;110.15;;;10.85;18.09;21/02/2013
754.39;41.5;148.65;;;18.43;26.21;21/03/2013
760.5;28.78;249.17;;;2.62;30.72;21/04/2013
755.89;42.9;178.44;;;11.23;38.26;21/05/2013
751.77;50.68;160.3;;;3.85;33.24;21/06/2013
758.68;29.03;165.73;;;22.04;29.55;21/07/2013
754.73;15.71;347.33;;;8.22;32.27;21/08/2013
759.14;18.17;103.92;;;12.54;28.6;21/09/2013
754.47;44.27;111.01;;;8.38;25.26;21/10/2013
758.53;19.26;223.89;;;31.34;20.21;21/11/2013
759.46;18.47;202.21;;;22.91;14.53;21/12/2013
764.05;;;;;13.75;10.95;22/01/2013
759.09;35.53;118.63;;;14.06;20.44;22/02/2013
752.26;39.92;153.27;;;21.98;24.83;22/03/2013
762.9;36.42;182.22;;;2.12;29.6;22/04/2013
755.78;35.94;174.66;;;11.29;36.94;22/05/2013
753.33;31.33;141.81;;;27.67;26.81;22/06/2013
758.5;26.57;132.87;;;11.75;32.54;22/07/2013
757.61;26.42;296.1;;;5.05;32.63;22/08/2013
758.51;26.51;98.82;;;12.56;31.23;22/09/2013
759.57;70.4;105.99;;;6.64;26.9;22/10/2013
760.63;17.83;219.63;;;28.78;21.47;22/11/2013
760.83;15.15;201.07;;;35.67;14.23;22/12/2013
763.77;;185.56;;;11.83;11.93;23/01/2013
758.52;26.14;83.31;;;11.43;18.02;23/02/2013
752.93;58.18;162.14;;;17.59;27.2;23/03/2013
763.09;50.37;148.04;;;4.83;33.61;23/04/2013
754.6;33.09;155.55;;;7.97;34.65;23/05/2013
754.92;31.4;161.08;;;7.03;22.36;23/06/2013
760.3;33.06;113.49;;;17.3;32.09;23/07/2013
762.23;32.11;399.73;;;3.43;32.23;23/08/2013
758.0;34.28;104.11;;;12.31;32.65;23/09/2013
761.16;63.26;79.98;;;6.5;27.28;23/10/2013
760.28;17.16;214.51;;;25.7;18.73;23/11/2013
762.5;11.53;190.43;;;17.41;13.54;23/12/2013
763.46;;234.06;;;8.92;12.39;24/01/2013
761.02;29.37;47.38;;;9.32;16.5;24/02/2013
754.81;35.18;151.28;;;15.77;25.79;24/03/2013
762.82;72.63;207.91;;;7.29;35.06;24/04/2013
754.07;29.48;148.44;;;6.18;34.04;24/05/2013
754.8;23.51;148.03;;;7.54;20.0;24/06/2013
759.52;25.22;150.96;;;14.58;32.35;24/07/2013
762.25;30.67;253.06;;;11.42;31.27;24/08/2013
758.93;30.75;102.79;;;10.97;33.26;24/09/2013
761.13;57.56;83.4;;;7.55;26.55;24/10/2013
760.39;12.64;195.39;;;14.23;19.71;24/11/2013
763.45;9.94;190.55;;;37.25;11.81;24/12/2013
763.15;;190.21;;;8.9;12.81;25/01/2013
760.68;42.04;96.34;;;2.04;17.56;25/02/2013
755.56;28.39;87.6;;;17.33;20.16;25/03/2013
761.84;66.25;310.49;;;11.04;34.74;25/04/2013
755.04;23.75;141.05;;;9.47;34.31;25/05/2013
756.67;21.32;143.34;;;11.09;11.12;25/06/2013
757.65;22.21;108.91;;;16.61;32.74;25/07/2013
761.23;35.68;272.26;;;7.67;32.48;25/08/2013
760.47;31.54;109.04;;;13.52;30.48;25/09/2013
759.78;57.38;109.6;;;4.82;25.12;25/10/2013
759.37;10.73;191.65;;;11.99;21.38;25/11/2013
762.88;9.37;194.42;;;38.19;11.4;25/12/2013
762.74;;146.36;;;8.28;12.91;26/01/2013
758.92;114.6;111.99;;;3.55;19.43;26/02/2013
753.59;31.23;92.11;;;16.82;21.71;26/03/2013
761.91;48.47;222.21;;;10.58;34.23;26/04/2013
755.48;29.32;152.15;;;8.54;31.8;26/05/2013
756.82;5.38;123.33;;;2.93;5.32;26/06/2013
750.26;24.61;65.39;;;21.61;31.93;26/07/2013
760.43;24.49;277.71;;;10.54;31.64;26/08/2013
761.87;26.09;76.34;;;12.85;30.06;26/09/2013
759.02;55.1;101.4;;;5.0;25.1;26/10/2013
758.32;21.33;188.96;;;11.72;22.14;26/11/2013
762.25;8.59;197.42;;;31.21;10.93;26/12/2013
762.06;;159.52;;;8.5;13.22;27/01/2013
757.76;82.89;116.43;;;5.16;21.26;27/02/2013
753.85;32.51;150.56;;;17.87;20.1;27/03/2013
761.55;37.07;504.1;;;10.84;35.36;27/04/2013
755.76;33.49;158.97;;;8.43;31.0;27/05/2013
755.3;14.74;126.68;;;4.84;2.91;27/06/2013
752.37;20.22;105.53;;;11.74;32.37;27/07/2013
761.23;40.99;184.43;;;10.42;31.51;27/08/2013
761.85;18.29;50.29;;;10.87;30.41;27/09/2013
757.84;60.47;114.08;;;3.79;24.17;27/10/2013
760.0;56.9;277.81;;;56.59;19.93;27/11/2013
761.33;10.12;228.2;;;36.23;12.07;27/12/2013
761.62;;166.4;;;9.96;13.35;28/01/2013
759.67;72.81;144.01;;;3.62;19.66;28/02/2013
753.72;30.88;105.3;;;15.94;23.83;28/03/2013
760.19;42.86;323.3;;;13.59;33.28;28/04/2013
756.15;42.93;167.63;;;9.86;31.03;28/05/2013
754.95;22.36;132.75;;;7.41;4.0;28/06/2013
753.4;23.21;161.56;;;13.26;31.08;28/07/2013
763.47;20.95;144.44;;;11.04;31.7;28/08/2013
;18.71;122.93;;;12.7;;28/09/2013
757.2;78.44;104.11;;;4.6;24.11;28/10/2013
762.27;64.67;299.02;;;54.51;19.28;28/11/2013
761.51;8.4;269.05;;;20.28;11.29;28/12/2013
760.79;;210.54;;;8.68;14.04;29/01/2013
752.96;38.7;93.34;;;15.94;24.43;29/03/2013
759.81;42.5;562.4;;;18.6;35.19;29/04/2013
756.02;46.78;169.53;;;11.64;32.37;29/05/2013
754.6;21.32;144.28;;;7.92;31.73;29/06/2013
754.15;20.63;117.27;;;12.99;32.11;29/07/2013
;26.77;214.44;;;11.66;;29/09/2013
758.07;75.26;125.63;;;8.1;23.18;29/10/2013
762.18;62.53;290.4;;;50.2;18.86;29/11/2013
761.33;9.42;277.04;;;22.55;9.62;29/12/2013
761.5;;238.27;;;9.42;14.7;30/01/2013
752.97;36.43;135.58;;;16.19;24.85;30/03/2013
759.91;53.99;341.27;;;37.56;36.46;30/04/2013
755.48;34.03;149.46;;;10.91;34.87;30/05/2013
755.88;23.69;144.25;;;7.85;25.54;30/06/2013
753.69;20.31;126.78;;;12.61;32.44;30/07/2013
763.28;50.54;31.13;;;18.64;32.25;30/08/2013
;21.38;117.28;;;11.84;;30/09/2013
759.34;88.9;237.62;;;9.37;24.57;30/10/2013
760.99;51.23;265.89;;;37.94;18.26;30/11/2013
760.8;9.3;259.01;;;33.0;10.98;30/12/2013
761.92;;334.25;;;9.78;13.83;31/01/2013
753.71;37.22;137.15;;;15.18;26.32;31/03/2013
755.02;36.86;154.39;;;10.75;36.1;31/05/2013
753.65;19.6;113.71;;;16.65;32.72;31/07/2013
763.73;32.66;39.04;;;7.44;31.59;31/08/2013
759.6;66.07;226.62;;;9.95;26.18;31/10/2013
762.12;8.44;235.61;;;28.71;14.25;31/12/2013
763.16;7.57;231.63;;;33.89;13.64;01/01/2014
760.3;5.51;427.64;;;14.26;14.38;01/02/2014
756.96;44.81;;;;7.35;16.22;01/03/2014
755.56;49.34;165.75;;;8.21;22.48;01/04/2014
752.96;63.82;171.13;;;8.41;33.82;01/05/2014
758.41;19.81;133.85;;;8.3;30.81;01/06/2014
758.28;52.81;223.25;;;7.58;30.31;01/07/2014
753.95;23.07;160.37;;;2.87;30.34;01/08/2014
755.94;25.89;221.78;;;7.76;29.62;01/09/2014
758.11;58.74;235.61;;;12.04;28.97;01/10/2014
760.43;63.0;454.93;;;15.36;20.98;01/11/2014
759.65;59.04;230.39;;;5.2;21.56;01/12/2014
762.58;5.97;209.57;;;17.62;10.68;02/01/2014
758.83;6.93;387.77;;;14.9;14.61;02/02/2014
758.65;44.47;;;;7.45;15.86;02/03/2014
754.57;63.43;179.55;;;8.92;23.95;02/04/2014
752.46;40.59;143.45;;;6.09;33.59;02/05/2014
758.85;56.81;175.25;;;10.92;32.66;02/06/2014
757.66;110.54;415.39;;;7.16;27.72;02/07/2014
754.21;41.77;226.02;;;5.03;29.07;02/08/2014
756.64;36.45;275.89;;;9.7;27.67;02/09/2014
757.56;44.2;192.85;;;9.22;28.7;02/10/2014
760.86;51.92;309.85;;;8.73;19.46;02/11/2014
760.21;53.37;230.68;;;6.13;18.05;02/12/2014
761.1;8.93;235.16;;;23.07;11.27;03/01/2014
756.32;10.41;361.43;;;16.05;17.36;03/02/2014
758.45;58.12;;;;6.46;18.1;03/03/2014
758.26;41.35;147.77;;;6.57;22.13;03/04/2014
754.17;26.3;133.13;;;6.5;30.77;03/05/2014
756.74;59.14;184.59;;;9.44;34.09;03/06/2014
756.98;42.07;217.73;;;9.83;26.7;03/07/2014
753.97;20.14;148.63;;;2.51;28.67;03/08/2014
756.28;36.5;242.98;;;8.52;26.47;03/09/2014
756.56;46.26;203.47;;;9.9;28.85;03/10/2014
752.03;72.22;429.7;;;14.26;24.43;03/11/2014
759.95;58.45;233.52;;;14.94;17.89;03/12/2014
759.68;13.88;232.77;;;40.95;13.08;04/01/2014
754.46;12.34;293.15;;;15.28;18.51;04/02/2014
758.33;55.39;;;;9.56;19.15;04/03/2014
758.1;45.24;147.41;;;6.27;25.29;04/04/2014
755.42;75.27;240.41;;;10.99;34.98;04/06/2014
756.02;41.84;206.67;;;8.12;30.15;04/07/2014
754.27;;;;;;28.32;04/08/2014
756.23;29.76;186.41;;;7.14;26.04;04/09/2014
757.03;54.26;205.38;;;10.02;29.19;04/10/2014
759.45;60.86;425.19;;;14.0;21.96;04/11/2014
761.04;69.92;385.85;;;14.18;16.98;04/12/2014
758.54;17.44;318.01;;;66.6;11.73;05/01/2014
754.66;7.82;167.17;;;8.9;16.79;05/02/2014
758.16;61.66;;;;7.28;20.28;05/03/2014
754.89;46.4;149.61;;;6.75;24.17;05/04/2014
755.05;32.09;135.81;;;6.89;31.58;05/05/2014
754.14;63.39;196.83;;;10.41;36.62;05/06/2014
757.2;59.51;282.33;;;10.22;33.19;05/07/2014
755.69;25.09;157.45;;;2.8;28.4;05/08/2014
755.82;32.03;228.21;;;8.15;24.5;05/09/2014
758.23;62.01;241.07;;;12.29;29.15;05/10/2014
759.63;61.99;356.35;;;10.97;21.49;05/11/2014
762.09;72.81;427.96;;;21.41;16.28;05/12/2014
760.39;8.82;203.51;;;24.39;10.09;06/01/2014
754.42;8.84;221.54;;;15.53;18.62;06/02/2014
758.18;51.55;;;;7.98;19.28;06/03/2014
756.23;55.66;159.57;;;7.64;26.57;06/04/2014
756.18;44.72;140.47;;;6.87;29.18;06/05/2014
753.23;62.45;207.52;;;11.95;36.59;06/06/2014
758.41;51.9;242.78;;;11.47;29.42;06/07/2014
755.69;27.78;172.81;;;3.28;29.42;06/08/2014
757.6;37.05;251.53;;;9.16;25.94;06/09/2014
758.41;65.51;247.97;;;12.72;29.48;06/10/2014
758.94;50.88;460.74;;;15.62;20.83;06/11/2014
761.95;60.36;253.61;;;15.88;16.06;06/12/2014
760.92;8.46;221.7;;;34.77;10.95;07/01/2014
752.88;6.2;383.64;;;11.58;20.26;07/02/2014
758.77;54.46;;;;7.41;19.41;07/03/2014
757.68;22.22;137.67;;;6.35;24.26;07/04/2014
754.65;52.41;149.56;;;7.01;31.29;07/05/2014
752.39;43.05;163.34;;;10.55;37.68;07/06/2014
757.45;44.64;255.92;;;8.66;31.57;07/07/2014
755.54;24.2;159.78;;;2.85;28.61;07/08/2014
758.75;30.18;274.63;;;10.16;28.34;07/09/2014
756.98;65.1;230.5;;;11.61;29.07;07/10/2014
759.52;51.4;387.86;;;26.66;21.73;07/11/2014
760.8;63.06;296.52;;;21.71;15.55;07/12/2014
760.9;8.88;246.95;;;32.23;11.15;08/01/2014
